utt_id	spkr_id	lang	text	dur	file_id
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	orda mešälıh daš	2.753	doreco_urum1249_UUM-TXT-AN-00000-B12
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	onnar kimki bizlärınän barabar yašir burda gürji fs_m musulmannari onnar kissäya yahın durmirlär	10.34	doreco_urum1249_UUM-TXT-FE-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	urum	eğılirıh kissänın ğapısına mum yaherıh keiš gälir ohir edir täzädän ärkäš gändi namazımızi edir čıherıh	9.522	doreco_urum1249_UUM-TXT-FE-00000-A05
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	ambelä biz	0.747	doreco_urum1249_UUM-TXT-FE-00000-A06
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	ğızılyumurtada genä gidip oturirdıh fs_do šei sabağaačen mumlari yaherdıh keiš oherdi näki lazım dierdi	8.74	doreco_urum1249_UUM-TXT-FE-00000-A09
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	ište käsirlär tomari iir ičir edirıh	2.335	doreco_urum1249_UUM-TXT-FE-00000-A10
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	ui_gälierlär ziarata gälierlär elä diah urum kövlärdän vardırlar gälierlär	4.757	doreco_urum1249_UUM-TXT-FE-00000-A12
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	sora ziaratın yanında var eğılier halh ğurbani käsierlär ziaratın yanında ğurbani halhada dağıdierlär	10.35	doreco_urum1249_UUM-TXT-FE-00000-B01
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	ambelä biz gečırierıh meriamana güni	3.057	doreco_urum1249_UUM-TXT-FE-00000-B06
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	alti ui_eddi ğonšia dağıderlär ahnayah	2.561	doreco_urum1249_UUM-TXT-FE-00000-B08
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	biz ärkärän pr_o güni sävierıh šindiačahta sävierıh	4.123	doreco_urum1249_UUM-TXT-FE-00000-B12
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	bizım ui_näblem semyalarımız belädır	3.673	doreco_urum1249_UUM-TXT-FM-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	hısımmısımlarımız burda yoh äp gretsia rassiadadırlar	3.329	doreco_urum1249_UUM-TXT-FM-00000-A10
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	urum	fp_šee	0.776	doreco_urum1249_UUM-TXT-FM-00000-A14
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	dörttänäih ävdä	1.033	doreco_urum1249_UUM-TXT-FM-00000-A15
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	birınji ušağıdım choğ bäni sävierdılär bülmierdılär nä edälär	4.837	doreco_urum1249_UUM-TXT-FM-00000-B01
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	kövdä iš yoğudi biše yoğudi ištem	1.842	doreco_urum1249_UUM-TXT-FM-00000-B02
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	fp_a	0.155	doreco_urum1249_UUM-TXT-FM-00000-B06
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	torunnarımızda shindidä äp onnar ärägiderlär	3.324	doreco_urum1249_UUM-TXT-FM-00000-B07
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	ärım burda olmuš ama raditellarida čätınnıh görerdılär kövda	3.951	doreco_urum1249_UUM-TXT-FM-00000-B08
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	gürjistanda yahši yašierdıh	1.895	doreco_urum1249_UUM-TXT-FM-00000-B12
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	gettım orda išlädım ušahlarımi baherdım fs_ora oranın puliinän	5.702	doreco_urum1249_UUM-TXT-FM-00000-B14
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	biri dohkuz klassta öbüri eddi klassta ohier	14.859	doreco_urum1249_UUM-TXT-FM-00000-B16
0009_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	urum	bir söilerıh täk bu dildä	1.447	doreco_urum1249_UUM-TXT-LG-00000-A08
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	äm yahši tsalkanın teretoriasında bitererıh biz burda kartoli angisiki sağ dünäya bülünidır äp	12.21	doreco_urum1249_UUM-TXT-VL-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	elälığınän yaširdi kolkhoz soradan döndi kolkhoz savkhoza pula döndi	7.371	doreco_urum1249_UUM-TXT-VL-00000-A06
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	ištem hošuma gälir bizım kövdä ğaldıh torpah verdılär äkirıh bičir satirıh	4.703	doreco_urum1249_UUM-TXT-VL-00000-A10
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	urum	meriamana vardır burda genä ziaratlar var aryos yoryos var ävälki kissä čoğ äväldändır	6.779	doreco_urum1249_UUM-TXT-VL-00000-A13
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	urum	yašiabülirıh näblem	1.358	doreco_urum1249_UUM-TXT-VL-00000-A14
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	urum	beš altitänä kissämız vardır meriamana vardır čoğ güzäl	5.874	doreco_urum1249_UUM-TXT-VL-00000-A15
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	čoğ isterlär gändılärın kövüni onučun ki gändılär burda oldular böyudyulär	6.61	doreco_urum1249_UUM-TXT-VL-00000-B14
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	skladlar yaptılar ävläri yaptılar	2.873	doreco_urum1249_UUM-TXT-AN-00000-A10
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	fahır yašadıh bän čoğ fahırlıh gördüm fs_š ohumaya školaya gidierdım yalnayah o sıra ğıš čoğ olierdi šindi elä ğıš yohtur	7.96	doreco_urum1249_UUM-TXT-AN-00000-A12
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	biz dilımızi dägištıh türkjä söilirıh šindi tamamda türkjä söilämirıh näblem nä dildır	6.17	doreco_urum1249_UUM-TXT-AN-00000-A13
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	urum	yašiamirdılär fp_ha	2.881	doreco_urum1249_UUM-TXT-AN-00000-A15
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	sora yavaš yavaš ištem išlädıh güzäl düzäldi ökmät bizım predkılarda yašamaya geštılar biräz	6.322	doreco_urum1249_UUM-TXT-AN-00000-A16
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	oki gäldılar gürjistana bahtılar bir er buldular bahtılar oda erä bägändılär o šindi ki nazıvatsaeder tsalka	9.987	doreco_urum1249_UUM-TXT-AN-00000-B01
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	birbirıni ištem kömäklimömäkli ävlär ettılar fs_yaše yašadıh yaval yavaš yavaš yašadıh	7.173	doreco_urum1249_UUM-TXT-AN-00000-B02
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	ärbiriši gändılär ettılär	1.36	doreco_urum1249_UUM-TXT-AN-00000-B03
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	ondan sora düšündülär gäldılär šäärä	3.74	doreco_urum1249_UUM-TXT-AN-00000-B06
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji bašladi išlämäya	2.29	doreco_urum1249_UUM-TXT-AN-00000-B07
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	šindi	0.57	doreco_urum1249_UUM-TXT-AN-00000-B10
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	halh čoğ o sıra bašladılar išlämäya	2.581	doreco_urum1249_UUM-TXT-AN-00000-B12
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	inäktän yağ ederdılär peinir ederdılär	2.687	doreco_urum1249_UUM-TXT-AN-00000-B14
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	urum	sora orda keif edirdılär oinirlär gülir sävınirlär o praznikın adınd an	4.882	doreco_urum1249_UUM-TXT-FE-00000-A05
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	bänım ohärtän ahlımda ğalmamıš čoğ köti günnär görmišım	3.55	doreco_urum1249_UUM-TXT-FE-00000-A09
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	ište bunnar gälmirlär bunnar musulmandırl ar yahın gälmirlär	3.375	doreco_urum1249_UUM-TXT-FE-00000-A10
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	urum	bizımnan onnarın čoğ raznitsasi var	2.651	doreco_urum1249_UUM-TXT-FE-00000-A11
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	halhta ier oinierlär ičierlär gäzierlär soramda ävlärına ärkäš gidier ävınä	6.427	doreco_urum1249_UUM-TXT-FE-00000-B01
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	oinamahta olier šei orda emäh iši šei iši türki čağırmah	7.067	doreco_urum1249_UUM-TXT-FE-00000-B02
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	urum	kislänın yanında orda bišerierdılär	2.378	doreco_urum1249_UUM-TXT-FE-00000-B03
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	urum	kövlärä mäzärlärä čıhierıh	2.012	doreco_urum1249_UUM-TXT-FE-00000-B04
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	bizım halh biräz özgätävır eder	1.835	doreco_urum1249_UUM-TXT-FE-00000-B10
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	urum	biz burda yašerdıh ama gürjülär bizi ärdämä säverdılär	4.381	doreco_urum1249_UUM-TXT-FE-00000-B14
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	šindi nätävür gürjilär ederlär bizdä elä ederıh	3.974	doreco_urum1249_UUM-TXT-FE-00000-B16
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	ikitänä fs_u ušağım var	1.642	doreco_urum1249_UUM-TXT-FM-00000-A04
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	urum	išlädım rassiada ondan sora gäldım täzädän babamın anamın yanına ğojaldılar čağırdılar bäni burya	7.57	doreco_urum1249_UUM-TXT-FM-00000-A05
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	biz bülirıh kimdän artıh alajaih	1.649	doreco_urum1249_UUM-TXT-FM-00000-A11
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	išä gidierdıh ištän gälierdıh inäk mallari bahierdıh ävi bahierdıh ištem anam an durduh sora anamda ištem öldi ğaldım fs_babam	9.232	doreco_urum1249_UUM-TXT-FM-00000-A12
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	gäldım tiflisä ištem išmiš oldi ištem ui_ğazanti ui_mazanti	4.031	doreco_urum1249_UUM-TXT-FM-00000-B02
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	babamın sağ ojaği yašierdi kövdä	4.892	doreco_urum1249_UUM-TXT-FM-00000-B06
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	äp yahshi yasherlär yahshi günnäri olsun	3.108	doreco_urum1249_UUM-TXT-FM-00000-B07
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	gäldılär burya erläštılär burda išlädılar	2.98	doreco_urum1249_UUM-TXT-FM-00000-B08
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	babamda orya getti	1.24	doreco_urum1249_UUM-TXT-FM-00000-B09
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	tanıšlandılar ištem yašierdılar	1.88	doreco_urum1249_UUM-TXT-FM-00000-B10
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	pročim šindi biräz bu dil desäm ilärlir ušahlarda istirıh bülälär šei edälär	7.374	doreco_urum1249_UUM-TXT-LG-00000-A06
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	biz bu dili söilerıh anadan babadan	2.39	doreco_urum1249_UUM-TXT-LG-00000-B14
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	bu	0.31	doreco_urum1249_UUM-TXT-VL-00000-A04
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	urum	sora var meriamana meriamanai yapmıš bizım kövli adam diellär elä adamın pänčoidi adi de yoh ğorğorudi adi	7.977	doreco_urum1249_UUM-TXT-VL-00000-A07
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	bizdä durirıh ište burda gidämädıh ğaldıh buralarda	3.066	doreco_urum1249_UUM-TXT-VL-00000-A08
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	urum	ziaratlar var meriamana ay nigola ay haralambos ay fs_ni ay nigola fs_ay aryos yoryos aryos yoryos var	15.191	doreco_urum1249_UUM-TXT-VL-00000-A11
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	alir götürirıh orda ištem mäzärlärımızi edirıh äpımızäm äpsınä mum yahirıh	4.961	doreco_urum1249_UUM-TXT-VL-00000-A16
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	kövdän oki bahien böyük dağlar görünier	2.483	doreco_urum1249_UUM-TXT-VL-00000-B12
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	ama burda yašamah yohtur onučun halh bizım halh geri	3.145	doreco_urum1249_UUM-TXT-VL-00000-B14
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	urum	elädä biz ğaldıh buralarda	1.507	doreco_urum1249_UUM-TXT-AN-00000-A05
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	jaal oğlan išlir šei edir	2.533	doreco_urum1249_UUM-TXT-AN-00000-A06
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	urum	bajalimajali köti yapılar ävälki yapılar	2.647	doreco_urum1249_UUM-TXT-AN-00000-A09
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	ävlärımızi täzälädıh krišalari dägištıh birınjikının üstünä šindi čoğ ey yaširıh	5.58	doreco_urum1249_UUM-TXT-AN-00000-A10
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	urum	at babalarımız čalıširdılar šeidäh kolkhozda kolkhozudi kolkhozudi	7.267	doreco_urum1249_UUM-TXT-AN-00000-A11
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	elädä gäldıh khristian ğaldıh gäldıh oralardan	4.125	doreco_urum1249_UUM-TXT-AN-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	gürjüstana gäldılär ordada bašladılar yašamah	3.885	doreco_urum1249_UUM-TXT-AN-00000-B06
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	sora yapi yaptılar	1.695	doreco_urum1249_UUM-TXT-AN-00000-B07
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	buralarda yašierlär	1.363	doreco_urum1249_UUM-TXT-AN-00000-B10
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	išliya išliya düzälttılar torpah ettılär yapılar yaptılar	3.834	doreco_urum1249_UUM-TXT-AN-00000-B12
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	är kövdän ermanılär bizım meriamanaya gälirlär	2.799	doreco_urum1249_UUM-TXT-FE-00000-A07
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	urum	ambelä ederıh biz meriamana bizım kövdä	2.368	doreco_urum1249_UUM-TXT-FE-00000-A08
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	daa bizım elä mäzärä giderıh keišınän barabar biräz ğarannıh čöker saat oler korozlar ötirdi ğarannığınan gidirdıh mäzärä kladbišaya	11.1	doreco_urum1249_UUM-TXT-FE-00000-A09
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	muzıkada buralarda yohtur bizım čalan gidierlär özgä kövlärdän dutierlär gätırierlär pulunan verierlär ište näki lazım toplierıh ävlärdän äpımız verierıh gidıp gätırierlär ište anelä	11.563	doreco_urum1249_UUM-TXT-FE-00000-A12
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	ambelädä meriamana güni biz belä günnärımızi gečırirıh elda	3.108	doreco_urum1249_UUM-TXT-FE-00000-A16
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	urum	išlädım burda bir igirmi elda agranomlıh burda ettım	3.002	doreco_urum1249_UUM-TXT-FM-00000-A05
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	urum	genä nä diem	0.859	doreco_urum1249_UUM-TXT-FM-00000-A07
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	tekhnikamız var ävdä yaperıh onnan išlierıh ištem	2.881	doreco_urum1249_UUM-TXT-FM-00000-A08
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	čoğ čätınnıh gördüh	1.215	doreco_urum1249_UUM-TXT-FM-00000-A10
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	babami ğardašlarımda äpısi bir yana getti babamda bahtım soradan ište gäldım buraya buni gäldım aldım	6.799	doreco_urum1249_UUM-TXT-FM-00000-A12
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	yašamah olir aj ğalmirıh pulumuz olmir ajda ğalmirıh	3.624	doreco_urum1249_UUM-TXT-FM-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	bänım bir ğardašım burdadır biridä gretsiada anam babamda burda	5.203	doreco_urum1249_UUM-TXT-FM-00000-A16
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	anam ävdä bahierdi bäni ušağıdım soram oldi bänim ikınji bajım soram ikınjı bajım	10.534	doreco_urum1249_UUM-TXT-FM-00000-B01
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	ušahlarida üč ğızım oldi	1.714	doreco_urum1249_UUM-TXT-FM-00000-B02
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	ama soram bazısi ğardašlari getti urusetä bazısi gretsiaya babamda ğaldi šäärdä	8.255	doreco_urum1249_UUM-TXT-FM-00000-B06
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	guzäl yašierdılär	1.095	doreco_urum1249_UUM-TXT-FM-00000-B08
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	biräz čätınıdi dögüštän soraidi o	1.944	doreco_urum1249_UUM-TXT-FM-00000-B10
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	urum	ištem bunnardır daa	1.235	doreco_urum1249_UUM-TXT-LG-00000-A08
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	urum	äp prahtıh prahtıh ohumai bellirdıh saldatlara	6.142	doreco_urum1249_UUM-TXT-LG-00000-A09
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	čoği bülmir urus dili biz gürjüjä bülmirıh nä dildän ğanmirıh birbırımızınän čoğiinän söilirıh ğanmirıh nä dildän söiliah	7.331	doreco_urum1249_UUM-TXT-LG-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	nasıl ki analarımız babalarımızda äbälärımız örgätti bu dili biz örgändıh	5.228	doreco_urum1249_UUM-TXT-LG-00000-B14
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	bizım köv šindi gäldi ambu geriki ellarda gürji millätıni gätırdılär bizınän barabar yaširlär	9.064	doreco_urum1249_UUM-TXT-VL-00000-A04
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	burada eidır ište yaširıh gretsiaya gidämädıh burda durirım ki getmirım	4.592	doreco_urum1249_UUM-TXT-VL-00000-A08
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	daa näblem nä diem genä	1.357	doreco_urum1249_UUM-TXT-VL-00000-A12
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	urum	oturirıh ui_güzäl ğurbannar mumumuzi yahirıh kissämızi edirıh ğurbannari käsirıh kimi ävdä käsir kimi kissänın ğapısında käsir	11.307	doreco_urum1249_UUM-TXT-VL-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	üči mäzärdır biri fs_b äksidır biri täzädır bizım	3.56	doreco_urum1249_UUM-TXT-VL-00000-A16
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	urum	varıdi fırın nerdä äp halh är ulitsada varıdi fırın nerdä halh gidierdılär orda ämägi edierdılär	12.519	doreco_urum1249_UUM-TXT-VL-00000-B03
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	o dağlarda otarierıh mali ğoyuni	2.653	doreco_urum1249_UUM-TXT-VL-00000-B12
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	urum	biz oralardan ğačtıh gäldıh turtsia dad vermerdi bizä	3.995	doreco_urum1249_UUM-TXT-AN-00000-A05
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	čoğ fahırıdılar	1.109	doreco_urum1249_UUM-TXT-AN-00000-A06
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	ğıšlarımi batırierdım am burya ačet bir basıp čıhierdım basıp čıhierdım elä fahır yašadıh	5.187	doreco_urum1249_UUM-TXT-AN-00000-A12
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	an ištem gäldıh ištem näblem gäldılär bajılar airlandılar biri oyani getti biri buyani getti čätınnıh gördüh yahši yašadıh	6.9	doreco_urum1249_UUM-TXT-AN-00000-A16
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	täzädän yašiamierdılär burda onučun ki čoğ soyuğudi	3.9	doreco_urum1249_UUM-TXT-AN-00000-B03
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	sorada ištem genä čätın čätın yašamahlar	3.257	doreco_urum1249_UUM-TXT-AN-00000-B07
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	onnar etmir o güni	1.117	doreco_urum1249_UUM-TXT-FE-00000-A04
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	ordada mum yaherdıh äpsınä edirdıh čıhıp gälirdıh keišınän barabar	4.767	doreco_urum1249_UUM-TXT-FE-00000-A09
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	yahši gäčırerıh käsierlär ğurban edierıh ğoyunnar eläsi var be elä ziarat var beštänä altitänä ontänačen käsän olier	8.155	doreco_urum1249_UUM-TXT-FE-00000-A12
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	är prazdnikımızda khristianstvonın prazdnikımızda biz elda kündä elä gečırirıh halh eğılirıh tomari iir ičirıh ğurbannarımızida käsirıh	8.91	doreco_urum1249_UUM-TXT-FE-00000-A16
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	urum	ordada fs_paska paskainan yumurtalari ğoierıh ğoyurierıh	5.154	doreco_urum1249_UUM-TXT-FE-00000-B04
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	ğızım anasiinän gürjüjä söilir bännän söilir türkčä ämısiinän söiler urus dilındä	8.87	doreco_urum1249_UUM-TXT-FM-00000-A04
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	urum	ävdä yaširıh täk ärımınän bänıh kimsä yoh ikimızıh	4.561	doreco_urum1249_UUM-TXT-FM-00000-A07
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	äkirıh traktorunan edirıh kömäk edirım bändä	3.27	doreco_urum1249_UUM-TXT-FM-00000-A08
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	urum	fp_uf ahlımda ğalmer dia ğanerdımda bän näsıl köti günnär görmišım	6.6	doreco_urum1249_UUM-TXT-FM-00000-A09
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	ziaratların zatik dedım ki gidirıh ziaratlara	2.605	doreco_urum1249_UUM-TXT-FM-00000-A11
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	ğardašımda istir gidä išä girä	3.78	doreco_urum1249_UUM-TXT-FM-00000-A15
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	yoh bän gretsiaya getmäm nädä ui_gidärım bän näki olmıšım anamdan burda yaširım burdada išlirım	6.985	doreco_urum1249_UUM-TXT-FM-00000-A16
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	babam išlierdi anamda bizi bahierdi	3.439	doreco_urum1249_UUM-TXT-FM-00000-B01
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	bizdä böyulduh yašierıh bizdä šäärdä	4.17	doreco_urum1249_UUM-TXT-FM-00000-B06
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora pr_orda pr_onnar tanušlandılar birbirıni sävdılär	6.425	doreco_urum1249_UUM-TXT-FM-00000-B09
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	äp	0.305	doreco_urum1249_UUM-TXT-FM-00000-B10
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	iki ušağım vardır gürjii aldi bänım ğızım	4.569	doreco_urum1249_UUM-TXT-FM-00000-B14
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	burda šindi ajarlar gälmiš yaširlär onnar urusča bülmirlär biz urusča bülirıh onnar gürjüjä bülirlär biz gürjüjä bülmirıh birbırımızi ğandıramirıh	7.851	doreco_urum1249_UUM-TXT-LG-00000-A13
